Loyalty#,cluster_behavior_agglomerative_ward,cluster_value_agglomerative_ward,agglomerative_ward_behavior_level,agglomerative_ward_value_level,agglomerative_ward_final_segment
123151,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
123164,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123344,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123393,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123420,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123525,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
123538,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
123586,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123667,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123668,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123697,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123702,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123727,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
123773,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123780,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
123784,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
123830,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
123908,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
123928,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
123944,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
124038,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
124056,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
124085,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
124088,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
124119,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
124195,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
124207,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
124351,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
124355,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
124377,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
124536,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
124678,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
124761,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
124931,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
124987,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
125059,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
125068,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
125300,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
125393,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
125493,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
125606,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
125919,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
125969,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
125996,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126097,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126100,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
126148,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
126181,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
126216,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126219,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126239,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126262,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126308,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
126424,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126466,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126490,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126526,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
126581,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
126665,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127039,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127052,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
127127,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127128,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
127137,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127185,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127241,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
127279,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127289,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127311,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127350,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127400,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127410,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127496,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
127590,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127645,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127663,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127725,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127785,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127827,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127882,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127946,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
127966,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128007,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128032,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
128039,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128041,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128156,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
128210,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128245,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
128280,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128325,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128405,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
128459,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
128467,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128475,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128534,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128572,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
128587,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
128611,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128615,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
128633,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128749,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
128753,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
128754,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
128789,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128950,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
128975,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129030,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129071,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
129171,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
129328,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
129343,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129372,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129409,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129429,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129434,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129510,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129515,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129533,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
129555,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129743,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
129817,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129827,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129914,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
129976,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130032,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
130077,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130086,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130179,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
130208,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130217,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
130326,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130331,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
130368,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130419,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130439,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
130446,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130497,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
130548,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130593,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130823,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
130953,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131001,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131036,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131047,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131098,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131228,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131253,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131257,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131321,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131342,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131463,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131558,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131560,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131637,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
131673,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131680,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131717,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
131721,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131761,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131772,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
131815,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131893,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
131956,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
131990,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
131997,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132045,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132209,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132296,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132319,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132320,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132337,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132552,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
132563,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
132592,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132705,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132756,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132774,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132884,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132914,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
132928,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
132935,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133035,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133065,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133066,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133128,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133324,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133429,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133463,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
133518,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133608,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133698,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133730,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133732,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133821,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133859,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
133956,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134000,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
134012,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
134085,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
134148,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
134180,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134202,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134241,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134273,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134279,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
134397,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134470,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134717,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134738,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134760,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
134827,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
134847,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
134857,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135016,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135076,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135134,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135250,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135257,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
135279,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
135312,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135381,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135382,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135392,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135421,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135554,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135574,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135578,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135635,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
135808,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135841,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135872,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
135878,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
135977,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136020,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136022,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136049,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
136065,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
136089,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136106,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136121,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
136169,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136230,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
136232,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136334,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136345,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
136430,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136464,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
136470,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136473,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136516,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136547,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136608,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
136637,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136715,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
136772,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
136879,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
136906,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
137020,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
137040,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
137106,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
137161,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
137185,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
137209,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
137227,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
